"id_envio","peso","volumen","valor_declarado","tipo_producto","origen","destino","distancia","zona","fecha_envio","dia_semana","mes","hora_salida","es_feriado","experiencia_conductor","tipo_vehiculo","antiguedad_vehiculo","capacidad_carga","clima","trafico_estimado","tiempo_estimado","retraso"
"ENV26761",9.4,2.64,74044,"electronica","Concepción","Temuco",909.3,"urbana",2023-09-30,"sabado","september",22,FALSE,1,"camion_grande",14,14970,"nublado",7,30.2,"No"
"ENV26762",2.5,1.9,76335,"ropa","Santiago","Valparaíso",131.7,"urbana",2023-08-18,"viernes","august",10,FALSE,2,"camion_pequeno",4,2992,"despejado",10,7.4,"No"
"ENV26763",15.8,6.09,297735,"ropa","Temuco","Talca",927,"urbana",2023-04-22,"sabado","april",8,FALSE,1,"camion_pequeno",7,2735,"nublado",10,29,"Si"
"ENV26764",56,0.93,36258,"ropa","Temuco","Valdivia",529.6,"urbana",2023-12-28,"jueves","december",14,FALSE,7,"camion_pequeno",7,3467,"nublado",5,12.6,"No"
"ENV26765",53.8,12.68,375216,"alimentos","Iquique","Santiago",1179.9,"urbana",2023-06-27,"martes","june",22,FALSE,1,"camion_pequeno",3,2920,"lluvia",8,40.1,"Si"
"ENV26766",15.2,2.14,108443,"muebles","Santiago","Santiago",9.7,"urbana",2023-09-14,"jueves","september",8,FALSE,1,"camion_grande",10,14848,"despejado",10,3.1,"No"
"ENV26767",151.3,10.7,220293,"ropa","Talca","Santiago",1374.9,"urbana",2023-05-21,"domingo","may",6,TRUE,6,"camion_mediano",7,6166,"nublado",6,29.5,"No"
"ENV26768",14.9,1.18,54504,"ropa","Copiapó","Iquique",452.9,"urbana",2023-09-23,"sabado","september",7,FALSE,3,"camion_grande",9,12480,"nublado",8,15.3,"No"
"ENV26769",4.2,10.96,365646,"electronica","Valparaíso","Valparaíso",7.6,"urbana",2023-04-24,"lunes","april",12,FALSE,3,"furgon",4,1027,"despejado",7,2.5,"No"
"ENV26770",27.2,4.15,199095,"documentos","Valdivia","Temuco",760,"urbana",2023-04-24,"lunes","april",9,FALSE,12,"camion_mediano",7,5910,"despejado",10,25.2,"Si"
"ENV26771",7,1.29,60959,"otros","Santiago","Santiago",26,"urbana",2023-05-18,"jueves","may",9,FALSE,0,"camion_grande",11,11254,"despejado",10,2.7,"No"
"ENV26772",34.9,6.32,235876,"alimentos","Santiago","Talca",1058.7,"urbana",2023-12-13,"miercoles","december",11,FALSE,10,"camion_mediano",7,6748,"nublado",8,31.7,"Si"
"ENV26773",24.6,10.13,178801,"otros","Los Ángeles","Concepción",531.5,"urbana",2023-05-13,"sabado","may",14,FALSE,14,"camion_mediano",8,7914,"nublado",6,14.8,"No"
"ENV26774",6.4,1.51,81018,"alimentos","Temuco","Temuco",35.4,"urbana",2023-04-11,"martes","april",14,FALSE,4,"camion_mediano",5,5348,"lluvia",10,4.2,"Si"
"ENV26775",9.2,6.45,203722,"documentos","Santiago","Antofagasta",1401.9,"urbana",2023-09-06,"miercoles","september",12,FALSE,0,"furgon",2,1091,"despejado",10,36.4,"Si"
"ENV26776",4.1,3.55,59456,"alimentos","Santiago","Santiago",31.2,"urbana",2023-09-25,"lunes","september",7,FALSE,NA,"camion_pequeno",4,3301,"nublado",10,2.5,"Si"
"ENV26777",33.9,3.28,70494,"otros","Antofagasta","Calama",1492.1,"urbana",2023-03-06,"lunes","march",7,FALSE,1,"camion_grande",9,10196,"despejado",10,50.5,"Si"
"ENV26778",4.9,1.4,71060,"electronica","Osorno","Santiago",1311.2,"rural",2023-11-27,"lunes","november",15,FALSE,2,"camion_grande",6,10248,"despejado",4,36.7,"No"
"ENV26779",30.6,3.83,140567,"alimentos","Valdivia","Santiago",143.2,"urbana",2023-12-25,"lunes","december",7,TRUE,1,"camion_grande",15,14214,"lluvia",10,6.9,"No"
"ENV26780",87.3,3.14,33473,"ropa","Osorno","Santiago",606.9,"urbana",2023-11-28,"martes","november",7,FALSE,1,"camion_pequeno",5,2889,"despejado",10,18.2,"Si"
"ENV26781",41,7.51,344014,"alimentos","Antofagasta","Iquique",204.3,"urbana",2023-07-21,"viernes","july",19,FALSE,7,"camion_pequeno",5,2118,"despejado",9,6.8,"No"
"ENV26782",83.4,6.21,345713,"electronica","Concepción","La Serena",235.4,"urbana",2023-09-06,"miercoles","september",8,FALSE,4,"camion_pequeno",3,2060,"viento",8,8.5,"No"
"ENV26783",68.1,3.93,106824,"ropa","Santiago","Antofagasta",907.2,"urbana",2023-07-27,"jueves","july",12,FALSE,8,"camion_pequeno",7,2838,"lluvia",9,34.9,"Si"
"ENV26784",27.7,1.86,80734,"ropa","Santiago","Concepción",503.5,"urbana",2023-03-15,"miercoles","march",7,FALSE,1,"camion_grande",6,13432,"despejado",8,17.3,"No"
"ENV26785",43.8,4.93,201781,"otros","Valparaíso","Santiago",129.3,"urbana",2023-11-21,"martes","november",14,FALSE,2,"camion_grande",11,10718,"nublado",9,6.7,"Si"
"ENV26786",22.7,2.3,64774,"electronica","Santiago","Santiago",41.7,"urbana",2023-07-27,"jueves","july",8,FALSE,NA,"camion_mediano",4,5021,"lluvia",10,5.7,"No"
"ENV26787",73.6,1.2,76584,"electronica","Talca","Iquique",952,"rural",2023-07-21,"viernes","july",15,FALSE,7,"camion_pequeno",2,2104,"despejado",4,22.1,"Si"
"ENV26788",20,2.51,115030,"ropa","Concepción","La Serena",1114.2,"urbana",2023-05-09,"martes","may",11,FALSE,11,"camion_grande",4,10752,"nublado",7,36,"No"
"ENV26789",9,1.47,12662,"ropa","Santiago","Concepción",518.1,"urbana",2023-04-12,"miercoles","april",17,FALSE,3,"camion_mediano",10,6262,"despejado",10,16.4,"No"
"ENV26790",21.3,6.87,167873,"alimentos","Temuco","Iquique",817.4,"rural",2023-06-30,"viernes","june",10,FALSE,8,"camion_mediano",4,6728,"lluvia",2,26.6,"Si"
"ENV26791",6.5,2.42,40401,"electronica","La Serena","Iquique",1017,"urbana",2023-05-18,"jueves","may",10,FALSE,5,"camion_mediano",6,6827,"nublado",7,28.2,"No"
"ENV26792",2.2,0.81,53005,"otros","Puerto Montt","Santiago",822.4,"rural",2023-02-28,"martes","february",9,FALSE,11,"camion_mediano",7,6598,"despejado",5,22.5,"No"
"ENV26793",28.9,7.08,293002,"ropa","Santiago","Santiago",44.6,"urbana",2023-11-06,"lunes","november",6,FALSE,15,"furgon",4,906,"nublado",7,4.2,"No"
"ENV26794",8.4,1.61,47408,"alimentos","Talca","Concepción",736.9,"urbana",2023-06-11,"domingo","june",16,FALSE,4,"camion_pequeno",4,3328,"despejado",NA,15.2,"No"
"ENV26795",2.5,11.89,243798,"otros","Puerto Montt","Valparaíso",548.2,"rural",2023-11-04,"sabado","november",10,FALSE,25,"camion_grande",12,10935,"despejado",4,17.9,"No"
"ENV26796",7.6,4.52,137690,"alimentos","Santiago","Puerto Montt",856.6,"urbana",2023-10-27,"viernes","october",14,FALSE,2,"furgon",4,1025,"nublado",5,19.4,"No"
"ENV26797",18.4,0.59,16381,"alimentos","La Serena","Concepción",528.5,"urbana",2023-06-18,"domingo","june",8,FALSE,4,"camion_mediano",7,5586,"viento",6,17.8,"Si"
"ENV26798",19.7,18.4,899524,"otros","La Serena","Santiago",1091.3,"urbana",2023-04-10,"lunes","april",9,FALSE,23,"camion_grande",13,12584,"despejado",10,36.5,"No"
"ENV26799",56.4,2.77,75976,"electronica","Temuco","Santiago",805.6,"urbana",2023-04-10,"lunes","april",22,FALSE,10,"camion_grande",6,13989,"despejado",10,28.3,"Si"
"ENV26800",1,1.77,44872,"alimentos","Santiago","Iquique",180.8,"rural",2023-04-18,"martes","april",10,FALSE,11,"camion_mediano",7,6172,"nublado",5,8.1,"No"
"ENV26801",26.6,3.46,181029,"otros","Concepción","Puerto Montt",1279.8,"rural",2023-07-25,"martes","july",9,FALSE,4,"camion_pequeno",7,2683,"despejado",3,27.4,"No"
"ENV26802",62.4,10.07,349033,"alimentos","Santiago","Temuco",735.3,"urbana",2023-12-23,"sabado","december",7,FALSE,NA,"camion_mediano",7,6081,"lluvia",10,33,"No"
"ENV26803",12.4,5.81,227873,"otros","Santiago","Iquique",1107.4,"urbana",2023-10-08,"domingo","october",9,FALSE,1,"camion_grande",14,10004,"viento",8,41.8,"Si"
"ENV26804",62.3,2.03,71916,"alimentos","Puerto Montt","Valparaíso",340.2,"urbana",2023-08-22,"martes","august",9,FALSE,5,"camion_pequeno",5,3233,"despejado",10,12.3,"No"
"ENV26805",65.4,3.37,164117,"electronica","Concepción","Santiago",517.8,"urbana",2023-01-28,"sabado","january",11,FALSE,1,"camion_pequeno",3,2043,"despejado",8,14.2,"Si"
"ENV26806",13.7,1.63,56363,"documentos","Valparaíso","Antofagasta",1495.2,"urbana",2023-02-19,"domingo","february",9,FALSE,4,"camion_mediano",11,6142,"nublado",6,40.9,"No"
"ENV26807",65.4,4.01,123676,"muebles","Santiago","Antofagasta",1401.1,"urbana",2023-08-04,"viernes","august",7,FALSE,5,"camion_mediano",8,6753,"nublado",10,46,"No"
"ENV26808",71.5,5.39,256454,"ropa","Temuco","Santiago",566.1,"urbana",2023-12-29,"viernes","december",13,FALSE,2,"camion_mediano",5,7080,"despejado",8,15.9,"No"
"ENV26809",26.9,0.88,5000,"ropa","Santiago","Santiago",36.9,"urbana",2023-11-09,"jueves","november",10,FALSE,12,"furgon",1,998,"lluvia",10,5.3,"No"
"ENV26810",33.6,0.83,48932,"alimentos","Valparaíso","Santiago",125.1,"urbana",2023-07-04,"martes","july",10,FALSE,18,"camion_grande",10,13334,"despejado",8,6.5,"No"
"ENV26811",1.3,5.44,201446,"ropa","Valdivia","Chillán",1018,"urbana",2023-10-12,"jueves","october",11,FALSE,1,"camion_pequeno",4,2350,"despejado",6,24,"No"
"ENV26812",93.6,9.12,482792,"muebles","Santiago","Valparaíso",135.3,"urbana",2023-09-29,"viernes","september",14,FALSE,6,"camion_mediano",8,6905,"despejado",10,7.9,"No"
"ENV26813",11.4,1.61,38462,"ropa","Concepción","Chillán",1200.3,"rural",2023-11-06,"lunes","november",7,FALSE,3,"camion_grande",6,13039,"lluvia",7,58.6,"Si"
"ENV26814",7.8,16.54,551073,"ropa","Chillán","Valparaíso",1497.6,"rural",2023-09-30,"sabado","september",6,FALSE,5,"camion_pequeno",10,2234,"lluvia",4,49.3,"Si"
"ENV26815",17.2,8.86,389903,"documentos","Chillán","Santiago",257.8,"urbana",2023-03-05,"domingo","march",12,FALSE,2,"camion_mediano",6,5274,"nublado",7,8.7,"No"
"ENV26816",5.8,3.11,142875,"electronica","Santiago","La Serena",1334.5,"urbana",2023-11-19,"domingo","november",7,FALSE,12,"camion_pequeno",9,3339,"despejado",7,31.9,"No"
"ENV26817",41.8,7.24,206362,"documentos","Santiago","Santiago",39.1,"urbana",2023-07-29,"sabado","july",21,FALSE,5,"camion_mediano",12,6293,"despejado",5,3.6,"No"
"ENV26818",168.7,29.08,1185690,"muebles","Antofagasta","Santiago",149.8,"urbana",2023-05-22,"lunes","may",15,FALSE,9,"camion_grande",4,14686,"lluvia",NA,8.1,"No"
"ENV26819",22.2,3.91,133468,"alimentos","Iquique","Chillán",276.9,"urbana",2023-03-10,"viernes","march",15,FALSE,NA,"camion_mediano",9,6728,"despejado",7,9.5,"No"
"ENV26820",39.4,3.28,157820,"documentos","La Serena","Talca",123.7,"rural",2023-10-25,"miercoles","october",19,FALSE,14,"camion_mediano",5,5178,"viento",6,6.8,"No"
"ENV26821",8.6,1.28,26681,"ropa","Iquique","Santiago",780.3,"urbana",2023-09-08,"viernes","september",15,FALSE,2,"camion_grande",15,13335,"despejado",8,24.6,"No"
"ENV26822",150.5,11.88,502162,"alimentos","Los Ángeles","Puerto Montt",641.4,"urbana",2023-01-12,"jueves","january",11,FALSE,4,"camion_grande",13,10757,"despejado",8,22,"Si"
"ENV26823",21.8,6.95,189075,"muebles","Temuco","Temuco",45.2,"rural",2023-05-29,"lunes","may",10,FALSE,5,"camion_mediano",7,5802,"despejado",2,3.6,"No"
"ENV26824",8.1,9.65,447768,"otros","Santiago","Concepción",516.8,"urbana",2023-08-24,"jueves","august",10,FALSE,12,"camion_grande",7,10195,"despejado",5,14,"No"
"ENV26825",15.5,1.15,49155,"otros","Copiapó","Santiago",317.3,"urbana",2023-12-13,"miercoles","december",10,FALSE,25,"furgon",4,825,"viento",8,11.4,"No"
"ENV26826",16.8,2.61,106443,"ropa","Santiago","Antofagasta",1247.4,"urbana",2023-11-03,"viernes","november",7,FALSE,2,"camion_grande",7,11115,"despejado",10,40.8,"No"
"ENV26827",18.3,8.01,149012,"electronica","Concepción","Santiago",502.4,"urbana",2023-10-20,"viernes","october",11,FALSE,4,"camion_grande",10,14265,"despejado",8,16.3,"Si"
"ENV26828",84.2,2.1,149260,"electronica","Copiapó","Valparaíso",685,"urbana",2023-03-24,"viernes","march",12,FALSE,2,"camion_grande",10,13678,"despejado",10,26,"No"
"ENV26829",8.9,4.2,63457,"muebles","Santiago","Los Ángeles",898,"rural",2023-08-01,"martes","august",11,FALSE,12,"camion_mediano",10,6099,"lluvia",2,26.7,"No"
"ENV26830",81.5,5.14,89506,"electronica","Santiago","Antofagasta",334.8,"urbana",2023-10-18,"miercoles","october",16,FALSE,NA,"furgon",3,866,"nublado",5,7.6,"Si"
"ENV26831",33.3,6.44,246401,"electronica","Copiapó","Temuco",995.7,"urbana",2023-09-17,"domingo","september",13,FALSE,0,"camion_pequeno",5,2319,"despejado",4,19.4,"No"
"ENV26832",24.6,7.27,277045,"ropa","Concepción","Concepción",37.4,"urbana",2023-03-29,"miercoles","march",7,FALSE,5,"camion_mediano",11,7565,"viento",10,5.7,"No"
"ENV26833",108.1,2.97,113802,"ropa","Los Ángeles","Valparaíso",228.4,"urbana",2023-09-18,"lunes","september",8,TRUE,17,"camion_grande",9,14412,"despejado",8,7.6,"No"
"ENV26834",30.1,4.85,177967,"otros","Copiapó","Santiago",1407.2,"urbana",2023-02-11,"sabado","february",19,FALSE,1,"camion_pequeno",5,2189,"nublado",8,37.4,"No"
"ENV26835",28.1,2.62,148083,"ropa","Santiago","Santiago",10.9,"urbana",2023-12-06,"miercoles","december",8,FALSE,12,"camion_mediano",6,5449,"despejado",10,2.6,"No"
"ENV26836",26.8,6.96,93172,"alimentos","Concepción","Santiago",511.3,"urbana",2023-05-16,"martes","may",11,FALSE,3,"camion_mediano",7,6111,"lluvia",10,25,"No"
"ENV26837",8.6,2.98,82185,"ropa","Talca","Puerto Montt",367.4,"rural",2023-03-17,"viernes","march",14,FALSE,NA,"camion_pequeno",2,3039,"despejado",1,7.3,"No"
"ENV26838",7,2.65,109574,"ropa","Santiago","Antofagasta",1465.9,"urbana",2023-01-11,"miercoles","january",12,FALSE,10,"furgon",2,1016,"despejado",8,33.8,"Si"
"ENV26839",18.1,2.85,141999,"electronica","Santiago","Copiapó",1486.1,"urbana",2023-08-10,"jueves","august",9,FALSE,4,"camion_grande",9,12627,"despejado",10,47.3,"No"
"ENV26840",181.5,10.75,408968,"alimentos","Valdivia","Santiago",869.4,"urbana",2023-09-16,"sabado","september",10,FALSE,1,"camion_pequeno",5,2202,"lluvia",4,23.9,"Si"
"ENV26841",33.6,9.63,306368,"ropa","Santiago","Calama",230.2,"urbana",2023-05-25,"jueves","may",11,FALSE,3,"furgon",3,982,"nublado",8,9,"No"
"ENV26842",8.5,5.88,131686,"alimentos","Santiago","Valdivia",607.5,"rural",2023-07-29,"sabado","july",21,FALSE,4,"camion_mediano",5,7859,"despejado",1,12,"Si"
"ENV26843",24,1.96,25738,"alimentos","Santiago","Santiago",7.2,"urbana",2023-11-08,"miercoles","november",16,FALSE,1,"camion_pequeno",6,2603,"lluvia",7,4.8,"Si"
"ENV26844",45.8,3.26,124628,"ropa","Santiago","Antofagasta",102.4,"urbana",2023-06-18,"domingo","june",9,FALSE,0,"camion_pequeno",8,2546,"despejado",5,4.4,"No"
"ENV26845",27,5.09,101815,"muebles","Santiago","Puerto Montt",1353.7,"rural",2023-02-06,"lunes","february",12,FALSE,7,"camion_mediano",4,7526,"despejado",5,37.9,"No"
"ENV26846",42.6,3.02,158823,"ropa","Concepción","Talca",1163.1,"urbana",2023-08-14,"lunes","august",14,FALSE,25,"camion_mediano",12,5349,"despejado",10,34.5,"No"
"ENV26847",68,18.98,738144,"electronica","Santiago","La Serena",364.2,"urbana",2023-03-14,"martes","march",13,FALSE,5,"camion_grande",11,12123,"despejado",8,11.8,"No"
"ENV26848",37.8,12.76,322731,"electronica","Santiago","Iquique",1438.9,"urbana",2023-07-22,"sabado","july",6,FALSE,8,"camion_pequeno",7,2967,"nublado",5,31.5,"No"
"ENV26849",19.8,3.12,54908,"electronica","Santiago","Antofagasta",1287.7,"urbana",2023-04-19,"miercoles","april",18,FALSE,2,"camion_pequeno",4,3338,"viento",10,44.7,"No"
"ENV26850",24.5,5.74,103715,"ropa","Santiago","Concepción",519.5,"urbana",2023-03-11,"sabado","march",15,FALSE,2,"camion_grande",12,10470,"despejado",5,13.7,"No"
"ENV26851",19.9,4.56,89642,"alimentos","Santiago","Valparaíso",125,"urbana",2023-12-25,"lunes","december",12,TRUE,10,"furgon",7,1172,"lluvia",7,6.1,"Si"
"ENV26852",29.1,4.66,167833,"documentos","Antofagasta","Santiago",693.9,"urbana",2023-09-26,"martes","september",13,FALSE,1,"camion_pequeno",6,3263,NA,5,18.1,"No"
"ENV26853",21.8,1.12,25138,"alimentos","Puerto Montt","Valdivia",330.1,"urbana",2023-08-08,"martes","august",12,FALSE,8,"camion_pequeno",4,2994,"lluvia",10,16.3,"No"
"ENV26854",7.4,2.73,95593,"alimentos","La Serena","Concepción",1106.7,"urbana",2023-04-16,"domingo","april",7,FALSE,2,"camion_mediano",8,7031,"nublado",6,30.7,"No"
"ENV26855",12,2.78,50830,"muebles","Valparaíso","Santiago",125,"urbana",2023-11-30,"jueves","november",18,FALSE,18,"camion_mediano",2,5835,"lluvia",NA,9.7,"No"
"ENV26856",15.1,11.47,546144,"ropa","Los Ángeles","Valparaíso",900.5,"urbana",2023-01-18,"miercoles","january",7,FALSE,4,"camion_pequeno",7,2477,"nublado",NA,27.2,"No"
"ENV26857",19.1,2.8,56877,"electronica","Puerto Montt","La Serena",1429.5,"urbana",2023-12-16,"sabado","december",16,FALSE,12,"camion_pequeno",5,2318,"nublado",4,30.7,"No"
"ENV26858",15.3,12.63,599139,"electronica","Copiapó","Antofagasta",1082.3,"urbana",2023-09-13,"miercoles","september",14,FALSE,3,"camion_pequeno",4,2082,"lluvia",9,41.1,"No"
"ENV26859",65.2,7.99,192390,"ropa","Santiago","Santiago",6.1,"urbana",2023-11-14,"martes","november",13,FALSE,1,"camion_mediano",10,6832,"despejado",7,1.6,"No"
"ENV26860",11.5,5.38,253112,"documentos","Santiago","Santiago",42.1,"urbana",2023-03-19,"domingo","march",15,FALSE,4,"camion_mediano",5,6649,"despejado",NA,4,"No"
"ENV26861",55.3,5.21,160861,"otros","Los Ángeles","Valparaíso",731.1,"rural",2023-03-16,"jueves","march",7,FALSE,0,"camion_pequeno",2,2167,"nublado",2,17.4,"Si"
"ENV26862",73.4,4.96,148046,"muebles","Concepción","Osorno",552.8,"urbana",2023-09-10,"domingo","september",16,FALSE,5,"camion_pequeno",8,2005,"nublado",4,12.9,"No"
"ENV26863",74.9,6.4,318575,"ropa","Santiago","Calama",1392.7,"urbana",2023-05-06,"sabado","may",9,FALSE,4,"camion_grande",12,12764,"despejado",10,45.7,"No"
"ENV26864",74.9,3.91,149838,"alimentos","Santiago","Santiago",15.2,"urbana",2023-04-17,"lunes","april",9,FALSE,1,"camion_pequeno",10,2603,"despejado",10,3.4,"Si"
"ENV26865",157.1,3.3,152326,"ropa","Santiago","Temuco",1390.8,"urbana",2023-10-13,"viernes","october",9,FALSE,8,"camion_pequeno",7,2723,"lluvia",10,55.2,"Si"
"ENV26866",46.8,5.25,216999,"ropa","Santiago","Santiago",41.8,"urbana",2023-10-25,"miercoles","october",21,FALSE,8,"camion_grande",11,11446,"despejado",8,4.5,"Si"
"ENV26867",36.6,10.82,327376,"documentos","Santiago","Valparaíso",130.3,"urbana",2023-11-01,"miercoles","november",14,TRUE,5,"camion_mediano",4,5183,"lluvia",8,5,"Si"
"ENV26868",3.5,1.28,50419,"alimentos","Santiago","Santiago",11.8,"urbana",2023-07-27,"jueves","july",7,FALSE,6,"camion_mediano",7,5423,"nublado",10,4.7,"No"
"ENV26869",10.6,7.04,150234,"electronica","Santiago","Santiago",21.7,"urbana",2023-01-13,"viernes","january",7,FALSE,25,"furgon",6,1145,"despejado",10,1.7,"Si"
"ENV26870",15.3,5.15,98537,"documentos","Temuco","Puerto Montt",552.3,"urbana",2023-08-30,"miercoles","august",11,FALSE,4,"camion_pequeno",4,3446,"nublado",7,14.8,"No"
"ENV26871",15.1,9.49,245228,"electronica","Valparaíso","La Serena",889.2,"urbana",2023-08-14,"lunes","august",22,FALSE,6,"camion_mediano",5,6127,"lluvia",7,33.5,"Si"
"ENV26872",11.5,5.01,134487,"ropa","Santiago","Antofagasta",844.9,"urbana",2023-12-19,"martes","december",15,FALSE,4,"camion_pequeno",6,3471,"despejado",10,24.4,"Si"
"ENV26873",20.3,4.04,169118,"ropa","Santiago","Santiago",32.6,"urbana",2023-11-28,"martes","november",8,FALSE,13,"camion_grande",12,12719,"despejado",10,2.8,"No"
"ENV26874",3.5,17.52,513754,"ropa","Antofagasta","Santiago",244.7,"urbana",2023-05-25,"jueves","may",12,FALSE,4,"camion_pequeno",5,2898,"despejado",10,9.3,"No"
"ENV26875",37.1,13.85,373478,"otros","Santiago","Santiago",17.4,"urbana",2023-04-11,"martes","april",9,FALSE,2,"camion_pequeno",4,3008,"viento",7,2.2,"No"
"ENV26876",13.1,11.65,198300,"alimentos","Santiago","Concepción",513.5,"urbana",2023-03-27,"lunes","march",13,FALSE,8,"camion_pequeno",5,2672,"despejado",10,15.6,"No"
"ENV26877",31.9,2.52,70918,"muebles","Santiago","Calama",817.1,"urbana",2023-07-30,"domingo","july",10,FALSE,8,"camion_pequeno",2,2988,"nublado",6,21,"No"
"ENV26878",3.4,1.99,37332,"ropa","Talca","Iquique",1352.9,"urbana",2023-06-10,"sabado","june",11,FALSE,10,"camion_mediano",7,7487,"despejado",4,27.6,"No"
"ENV26879",14.9,4.76,42764,"otros","Concepción","Santiago",505.4,"urbana",2023-04-12,"miercoles","april",21,FALSE,4,"camion_grande",12,10692,"despejado",NA,16.9,"No"
"ENV26880",46.4,32.48,1544658,"electronica","Santiago","Valdivia",1231.8,"urbana",2023-10-29,"domingo","october",8,FALSE,3,"camion_pequeno",6,2787,"despejado",5,25.5,"No"
"ENV26881",19.3,0.83,26139,"alimentos","Valparaíso","Santiago",136.1,"urbana",2023-04-22,"sabado","april",12,FALSE,1,"camion_grande",11,12570,"lluvia",8,10.2,"Si"
"ENV26882",1.5,5.64,164216,"electronica","Santiago","Puerto Montt",1098.4,"rural",2023-07-31,"lunes","july",10,FALSE,10,"furgon",4,1099,"despejado",4,24.4,"No"
"ENV26883",24.7,3.36,98888,"muebles","Santiago","Chillán",673,"urbana",2023-01-20,"viernes","january",8,FALSE,4,"camion_grande",13,11191,"nublado",10,24.8,"No"
"ENV26884",28.3,10.52,521238,"documentos","Santiago","Concepción",500.2,"urbana",2023-03-14,"martes","march",16,FALSE,8,"camion_pequeno",4,3124,"lluvia",8,18.8,"No"
"ENV26885",6.9,5.3,184484,"ropa","Santiago","Santiago",19,"urbana",2023-08-30,"miercoles","august",7,FALSE,0,"camion_grande",6,13836,"despejado",10,4.5,"No"
"ENV26886",11.3,19.01,218805,"muebles","Santiago","Valparaíso",134.9,"urbana",2023-05-18,"jueves","may",9,FALSE,6,"camion_mediano",7,5229,"nublado",8,8.2,"No"
"ENV26887",62.9,6.51,169549,"documentos","Valparaíso","Santiago",127.2,"urbana",2023-12-03,"domingo","december",9,FALSE,10,"camion_grande",10,11885,"lluvia",8,10.4,"Si"
"ENV26888",61,2.09,113677,"otros","Santiago","Valparaíso",121.5,"urbana",2023-07-13,"jueves","july",13,FALSE,6,"camion_mediano",9,7773,"nublado",7,6.5,"No"
"ENV26889",33.2,4.86,116233,"otros","Talca","Los Ángeles",826.5,"urbana",2023-04-09,"domingo","april",13,FALSE,NA,"camion_pequeno",8,2276,"lluvia",5,25.3,"No"
"ENV26890",5.6,3.94,187323,"otros","Santiago","La Serena",289.2,"urbana",2023-08-09,"miercoles","august",10,FALSE,1,"camion_grande",7,10381,"lluvia",10,14.3,"No"
"ENV26891",62.2,2.6,67229,"alimentos","La Serena","Valdivia",264.8,"rural",2023-06-11,"domingo","june",13,FALSE,6,"camion_mediano",8,6494,"lluvia",1,9.5,"No"
"ENV26892",106.9,1.49,63656,"ropa","Santiago","Concepción",511.6,"urbana",2023-05-21,"domingo","may",11,TRUE,NA,"furgon",6,978,"despejado",5,8.2,"Si"
"ENV26893",54.6,4.3,153718,"documentos","Santiago","Temuco",1090.2,"rural",2023-03-19,"domingo","march",8,FALSE,1,"camion_mediano",14,6969,"nublado",2,25.2,"Si"
"ENV26894",121.6,2.8,111483,"ropa","Valparaíso","Santiago",122,"urbana",2023-10-03,"martes","october",8,FALSE,18,"furgon",5,1142,"lluvia",10,6.1,"No"
"ENV26895",47.9,6.33,131064,"alimentos","La Serena","Osorno",276.3,"urbana",2023-03-18,"sabado","march",9,FALSE,1,"furgon",3,848,"nublado",10,9,"No"
"ENV26896",6.4,9.69,173652,"alimentos","Santiago","Valparaíso",138,"urbana",2023-03-20,"lunes","march",14,FALSE,9,"camion_grande",6,13208,"nublado",NA,7.9,"No"
"ENV26897",7.2,0.6,5000,"alimentos","Calama","Santiago",872.5,"urbana",2023-08-28,"lunes","august",13,FALSE,18,"camion_grande",11,11844,"despejado",10,28.8,"Si"
"ENV26898",42.7,1.21,44050,"muebles","Temuco","Calama",827.3,"urbana",2023-06-22,"jueves","june",13,FALSE,3,"camion_grande",13,10358,"lluvia",8,33.8,"No"
"ENV26899",7.2,3.98,143722,"ropa","Santiago","Puerto Montt",1334.2,"rural",2023-09-14,"jueves","september",7,FALSE,2,"camion_pequeno",6,2131,"despejado",5,33.7,"No"
"ENV26900",5.4,6.98,155582,"electronica","Santiago","Concepción",501.7,"urbana",2023-06-11,"domingo","june",8,FALSE,1,"camion_grande",7,11292,"despejado",4,11.5,"No"
"ENV26901",22.9,10.31,157839,"ropa","Puerto Montt","Valparaíso",1253.9,"urbana",2023-10-09,"lunes","october",6,TRUE,25,"camion_pequeno",8,2863,"despejado",5,21.5,"No"
"ENV26902",6.3,1.4,25003,"alimentos","Santiago","Santiago",10.3,"urbana",2023-09-05,"martes","september",9,FALSE,3,"camion_mediano",10,7685,"nublado",NA,3.8,"No"
"ENV26903",23.2,9.86,484545,"electronica","Santiago","Los Ángeles",1272.7,"rural",2023-02-07,"martes","february",6,FALSE,3,"camion_grande",8,14905,"despejado",1,27.6,"No"
"ENV26904",18,5.05,240216,"ropa","Santiago","Santiago",9.7,"urbana",2023-07-07,"viernes","july",14,FALSE,13,"camion_pequeno",3,3270,"lluvia",8,3.2,"Si"
"ENV26905",17.2,3.96,197454,"documentos","Santiago","Copiapó",155.9,"urbana",2023-01-17,"martes","january",21,FALSE,1,"camion_pequeno",3,3419,"lluvia",10,11.2,"No"
"ENV26906",42.9,2.36,70171,"alimentos","Santiago","Concepción",516.5,"urbana",2023-04-07,"viernes","april",6,TRUE,4,"camion_pequeno",4,2371,NA,7,12.8,"Si"
"ENV26907",9.4,3.72,136482,"muebles","Copiapó","Puerto Montt",838,"urbana",2023-01-25,"miercoles","january",18,FALSE,10,"furgon",2,1029,"despejado",NA,18.3,"No"
